trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
47,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-65.43984998122883,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",30,22,-3.7373957376904516,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.611117239532865}",30,2,-93.69813640197343,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375364}",30,11,-77.27459414999393,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.598956006466161}",30,2,-85.90074687142186,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-86.30798522255583,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",20,0,-25.07650506412529,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,7,-29.03390977363281,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,8,-36.072500399886316,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-106.30254541403824,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",20,12,6.773674184552936,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",20,0,-34.14693415885511,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",25,8,-7.9535870910507445,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",30,20,-23.073122329933515,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",30,15,-5.389402948596973,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",25,13,9.092678393504693,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",25,0,6.581224868440085,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.525596487525562}",25,0,-104.2934399629489,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",30,8,-96.10427979536189,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 2}",1
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",25,15,-14.987270315644968,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-1.878772688163873,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",30,13,-26.944157694032526,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,2,-68.32258218412825,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",25,0,-23.674071779796247,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",25,1,7.2896655652298366,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-24.269708021914333,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",25,0,-57.925337555816846,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,16,-6.633131194237287,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4705866415856499}",25,6,-140.25265370234516,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 3}",1
76,False,"{'a': 0.5, 'e': 0.46588077516979337}",20,0,-42.48433393716164,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.46122196741809546}",25,8,14.450603008190399,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4566097477439145}",20,10,-24.456764128362092,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45204365026647536}",30,16,18.95052087830961,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,0,-57.38536765847486,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,2,1.897314161855448,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.43861750180991077}",25,8,-15.592210075137004,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43423132679181164}",20,12,5.151391371880971,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,2,-32.621598917587505,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",20,2,11.155213212161343,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.421334222154768}",30,11,-101.63733309360583,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",25,6,14.179768923632269,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",20,0,-22.035250272686778,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,0,-47.33025791815214,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",20,3,-23.224813211478015,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",30,12,-19.258542050795434,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,-26.426853353203384,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,2,4.263726103707175,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",20,0,-28.831040471520193,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",20,7,-23.7888709165809,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",20,16,7.469987136052818,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,18,5.517447662695148,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,0,-25.52739898717871,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",30,22,-11.593095434841976,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",25,8,-16.69231798191511,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,0,-30.569880749456328,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",30,19,-58.45471569672433,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.355160814705073}",20,3,-21.396238761609247,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",20,1,-63.040393393980885,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,0,-16.418493979283422,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",20,0,-36.03787294054927,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,9,21.7254919688818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",30,12,-4.00802635458516,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",30,22,3.497336432527063,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,-28.99133294794661,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,5,-9.584852712353873,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,16,5.9915519196532925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,10,1.7037811433910175,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",20,3,22.87992798871578,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,17,9.172443542702023,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,4,-17.277165391591385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",30,4,5.0903106621318415,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,4,27.95628762980399,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,5,-36.9682703718896,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,2,17.378385629794508,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",30,12,24.848529684397448,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,11,26.924056310318914,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",20,8,-60.614940821767675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,12,-15.131437669400068,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",20,0,29.379576370667305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",20,4,15.18349806797619,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",30,15,22.889870719643895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",30,13,-1.7827405491870436,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",30,1,-22.088725801219503,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,9,5.442570118457822,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,-61.961022996848385,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",25,8,-54.45173762021359,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,0,-10.927196648917509,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,10,-27.678674377608957,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",25,13,-7.103191718154719,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",30,10,-0.9869030317746699,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,11,-26.879672910042476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",20,8,-1.9476286207958329,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,0,14.413818945123824,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",20,11,-74.2024527318506,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 2}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",20,13,9.073502432479,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",25,13,-4.931757584129304,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,15,18.493530604014236,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,14,-30.001257762507876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",20,10,20.42524904779356,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",30,13,-11.020079087548439,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,18,-5.712834498766205,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,0,7.941897285673923,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,12,14.664883320989487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",20,10,13.66485202846348,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,0,31.651018600873822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,13,21.785642715051246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",25,7,-35.14952343483836,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,4,14.453356048395055,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,1,33.050990328020376,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",25,0,-7.46309093097042,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",30,14,10.06198072312597,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",20,12,11.121322439484178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,6,2.8313758601401675,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2002770268574893}",20,5,-50.30721192446302,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,0,18.908046384772415,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",35,17,4.400425656812848,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",25,9,27.238794834054826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,15,14.326567761840014,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",30,18,4.601380071470144,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",30,12,-53.95444392604842,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",25,8,-16.738494682149884,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",30,0,27.139965489424164,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",30,18,-19.27548506676723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",25,17,11.475843001124785,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",20,10,17.52176556105651,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",25,15,15.12062817454386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",25,16,2.7220663327108685,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.173989828476264}",25,15,15.904530143644699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,5,19.623660548975252,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",20,3,-23.738162467036986,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,5,-18.514588602738986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",30,13,29.19097422614777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,6,24.252897828328603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",25,13,21.113909245485992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",25,17,15.237397489025707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
